"","Variable_1","Variable_2","Variable_3","year","count_1","count_2","Number","Rate","upper_ci","lower_ci"
"523","down","large","Location_3","2011",0,0,442.767311632633,2.21383655816317,2.6566038697958,1.77106924653053
"524","down","large","Location_4","2011",0,0,952.398410218302,4.76199205109151,5.71439046130981,3.80959364087321
"525","down","large","Location_5","2011",0,0,978.694015590008,4.89347007795004,5.87216409354005,3.91477606236003
"526","down","large","Location_6","2011",0,0,610.755899222568,3.05377949611284,3.66453539533541,2.44302359689027
"527","down","large","Location_7","2011",0,0,946.580479154363,4.73290239577182,5.67948287492618,3.78632191661745
"528","down","large","Location_8","2011",0,0,799.679638713133,3.99839819356566,4.7980778322788,3.19871855485253
"529","down","large","Location_9","2011",0,0,1112.43277051253,5.56216385256266,6.67459662307519,4.44973108205013
"530","down","large","Location_10","2011",0,0,514.876776165329,2.57438388082664,3.08926065699197,2.05950710466132
"531","down","large","Location_11","2011",0,0,1148.34103551693,5.74170517758466,6.8900462131016,4.59336414206773
"532","down","large","Location_12","2011",0,0,1110.71948673343,5.55359743366716,6.6643169204006,4.44287794693373
"533","down","large","Location_13","2011",0,0,537.023617536761,2.6851180876838,3.22214170522057,2.14809447014704
"534","down","large","Location_14","2011",0,0,607.908924971707,3.03954462485854,3.64745354983024,2.43163569988683
"535","down","large","Location_15","2011",0,0,624.979676026851,3.12489838013425,3.74987805616111,2.4999187041074
"536","down","large","Location_16","2011",0,0,654.183064063545,3.27091532031773,3.92509838438127,2.61673225625418
"537","down","large","Location_17","2011",0,0,1043.87579276226,5.21937896381132,6.26325475657359,4.17550317104906
"538","down","large","Location_18","2011",0,0,462.398793897592,2.31199396948796,2.77439276338555,1.84959517559037
"539","down","large","Location_19","2011",0,0,431.016363308299,2.1550818165415,2.5860981798498,1.7240654532332
"540","down","large","Location_20","2011",0,0,1020.47593040625,5.10237965203123,6.12285558243748,4.08190372162499
"541","middle","small","Location_1","2011",0,0,612.13437289698,3.0606718644849,3.67280623738188,2.44853749158792
"542","middle","small","Location_2","2011",0,0,631.271710793953,3.15635855396977,3.78763026476372,2.52508684317581
"543","middle","small","Location_3","2011",0,0,266.879015322775,1.33439507661387,1.60127409193665,1.0675160612911
"544","middle","small","Location_4","2011",0,0,858.55016829446,4.2927508414723,5.15130100976676,3.43420067317784
"545","middle","small","Location_5","2011",0,0,448.125029494986,2.24062514747493,2.68875017696992,1.79250011797994
"546","middle","small","Location_6","2011",0,0,457.225254783407,2.28612627391703,2.74335152870044,1.82890101913363
"547","middle","small","Location_7","2011",0,0,642.658834345639,3.21329417172819,3.85595300607383,2.57063533738256
"548","middle","small","Location_8","2011",0,0,630.401336983778,3.15200668491889,3.78240802190267,2.52160534793511
"549","middle","small","Location_9","2011",0,0,860.82292314386,4.3041146157193,5.16493753886316,3.44329169257544
"550","middle","small","Location_10","2011",0,0,442.447789874859,2.2122389493743,2.65468673924915,1.76979115949944
"551","middle","small","Location_11","2011",0,0,950.895316828974,4.75447658414487,5.70537190097384,3.80358126731589
"552","middle","small","Location_12","2011",0,0,461.695812188555,2.30847906094277,2.77017487313133,1.84678324875422
"553","middle","small","Location_13","2011",0,0,395.147116109729,1.97573558054864,2.37088269665837,1.58058846443892
"554","middle","small","Location_14","2011",0,0,458.319300389849,2.29159650194924,2.74991580233909,1.83327720155939
"555","middle","small","Location_15","2011",0,0,528.762943216134,2.64381471608067,3.1725776592968,2.11505177286454
"556","middle","small","Location_16","2011",0,0,370.16328247264,1.8508164123632,2.22097969483584,1.48065312989056
"557","middle","small","Location_17","2011",0,0,905.460512766149,4.52730256383074,5.43276307659689,3.6218420510646
"558","middle","small","Location_18","2011",0,0,934.450950846076,4.67225475423038,5.60670570507646,3.7378038033843
"559","middle","small","Location_19","2011",0,0,682.705883181188,3.41352941590594,4.09623529908713,2.73082353272475
"560","middle","small","Location_20","2011",0,0,395.432336919475,1.97716168459738,2.37259402151685,1.5817293476779
"561","middle","medium","Location_1","2011",0,0,926.77601329051,4.63388006645255,5.56065607974306,3.70710405316204
"562","middle","medium","Location_2","2011",0,0,810.906481533311,4.05453240766656,4.86543888919987,3.24362592613325
"563","middle","medium","Location_3","2011",0,0,380.589195818175,1.90294597909087,2.28353517490905,1.5223567832727
"564","middle","medium","Location_4","2011",0,0,648.97982646944,3.2448991323472,3.89387895881664,2.59591930587776
"565","middle","medium","Location_5","2011",0,0,388.894945185166,1.94447472592583,2.333369671111,1.55557978074066
"566","middle","medium","Location_6","2011",0,0,511.426442442462,2.55713221221231,3.06855865465477,2.04570576976985
"567","middle","medium","Location_7","2011",0,0,506.719332421198,2.53359666210599,3.04031599452719,2.02687732968479
"568","middle","medium","Location_8","2011",0,0,657.442911050748,3.28721455525374,3.94465746630449,2.62977164420299
"569","middle","medium","Location_9","2011",0,0,439.832503721118,2.19916251860559,2.63899502232671,1.75933001488447
"570","middle","medium","Location_10","2011",0,0,436.048930208199,2.18024465104099,2.61629358124919,1.74419572083279
"571","middle","medium","Location_11","2011",0,0,821.032054082025,4.10516027041012,4.92619232449215,3.2841282163281
"572","middle","medium","Location_12","2011",0,0,454.344825167209,2.27172412583604,2.72606895100325,1.81737930066884
"573","middle","medium","Location_13","2011",0,0,1018.16864034627,5.09084320173133,6.1090118420776,4.07267456138507
"574","middle","medium","Location_14","2011",0,0,605.065213749185,3.02532606874593,3.63039128249511,2.42026085499674
"575","middle","medium","Location_15","2011",0,0,1190.33587555168,5.95167937775841,7.14201525331009,4.76134350220673
"576","middle","medium","Location_16","2011",0,0,289.49803536525,1.44749017682625,1.7369882121915,1.157992141461
"577","middle","medium","Location_17","2011",0,0,1031.82843819959,5.15914219099795,6.19097062919754,4.12731375279836
"578","middle","medium","Location_18","2011",0,0,434.831129049417,2.17415564524708,2.6089867742965,1.73932451619767
"579","middle","medium","Location_19","2011",0,0,393.15942513058,1.9657971256529,2.35895655078348,1.57263770052232
"580","middle","medium","Location_20","2011",0,0,821.411691373214,4.10705845686607,4.92847014823928,3.28564676549286
"581","middle","large","Location_1","2011",0,0,705.145464360248,3.52572732180124,4.23087278616149,2.82058185744099
"582","middle","large","Location_2","2011",0,0,1035.60511823744,5.17802559118718,6.21363070942461,4.14242047294974
"583","middle","large","Location_3","2011",0,0,911.248440609779,4.5562422030489,5.46749064365868,3.64499376243912
"584","middle","large","Location_4","2011",0,0,417.219627357554,2.08609813678777,2.50331776414532,1.66887850943021
"585","middle","large","Location_5","2011",0,0,844.856863608584,4.22428431804292,5.0691411816515,3.37942745443434
"586","middle","large","Location_6","2011",0,0,949.907708948012,4.74953854474006,5.69944625368807,3.79963083579205
"587","middle","large","Location_7","2011",0,0,1139.34337692335,5.69671688461676,6.83606026154011,4.55737350769341
"588","middle","large","Location_8","2011",0,0,748.523948364891,3.74261974182446,4.49114369018935,2.99409579345956
"589","middle","large","Location_9","2011",0,0,615.041788842063,3.07520894421032,3.69025073305238,2.46016715536825
"590","middle","large","Location_10","2011",0,0,274.873688747175,1.37436844373588,1.64924213248305,1.0994947549887
"591","middle","large","Location_11","2011",0,0,649.868067668285,3.24934033834143,3.89920840600971,2.59947227067314
"592","middle","large","Location_12","2011",0,0,756.192844896577,3.78096422448289,4.53715706937946,3.02477137958631
"593","middle","large","Location_13","2011",0,0,565.764592157211,2.82882296078606,3.39458755294327,2.26305836862884
"594","middle","large","Location_14","2011",0,0,575.1000980963,2.8755004904815,3.4506005885778,2.3004003923852
"595","middle","large","Location_15","2011",0,0,840.307763812598,4.20153881906299,5.04184658287559,3.36123105525039
"596","middle","large","Location_16","2011",0,0,453.931747062597,2.26965873531299,2.72359048237558,1.81572698825039
"597","middle","large","Location_17","2011",0,0,277.306008711457,1.38653004355729,1.66383605226874,1.10922403484583
"598","middle","large","Location_18","2011",0,0,967.503525619395,4.83751762809698,5.80502115371637,3.87001410247758
"599","middle","large","Location_19","2011",0,0,1173.37780116359,5.86688900581794,7.04026680698153,4.69351120465435
"600","middle","large","Location_20","2011",0,0,1067.08930586465,5.33544652932324,6.40253583518788,4.26835722345859
"601","left","small","Location_1","2012",0,0,807.467078566551,4.03733539283276,4.84480247139931,3.22986831426621
"602","left","small","Location_2","2012",0,0,357.364352678414,1.78682176339207,2.14418611607049,1.42945741071366
"603","left","small","Location_3","2012",0,0,394.528378758114,1.97264189379057,2.36717027254868,1.57811351503246
"604","left","small","Location_4","2012",0,0,603.694290383719,3.01847145191859,3.62216574230231,2.41477716153488
"605","left","small","Location_5","2012",0,0,820.389895390254,4.10194947695127,4.92233937234152,3.28155958156101
"606","left","small","Location_6","2012",0,0,193.079929463565,0.965399647317827,1.15847957678139,0.772319717854261
"607","left","small","Location_7","2012",0,0,420.928628640249,2.10464314320125,2.5255717718415,1.683714514561
"608","left","small","Location_8","2012",0,0,501.485361915547,2.50742680957774,3.00891217149328,2.00594144766219
"609","left","small","Location_9","2012",0,0,178.511973076966,0.892559865384828,1.07107183846179,0.714047892307863
"610","left","small","Location_10","2012",0,0,356.90126786707,1.78450633933535,2.14140760720242,1.42760507146828
"611","left","small","Location_11","2012",0,0,718.535971639212,3.59267985819606,4.31121582983527,2.87414388655685
"612","left","small","Location_12","2012",0,0,691.583956109826,3.45791978054913,4.14950373665895,2.7663358244393
"613","left","small","Location_13","2012",0,0,990.609883449506,4.95304941724753,5.94365930069704,3.96243953379802
"614","left","small","Location_14","2012",0,0,677.767512814607,3.38883756407304,4.06660507688764,2.71107005125843
"615","left","small","Location_15","2012",0,0,487.651009608526,2.43825504804263,2.92590605765115,1.9506040384341
"616","left","small","Location_16","2012",0,0,756.100491003599,3.780502455018,4.53660294602159,3.0244019640144
"617","left","small","Location_17","2012",0,0,992.003107126802,4.96001553563401,5.95201864276081,3.96801242850721
"618","left","small","Location_18","2012",0,0,1018.38757151738,5.09193785758689,6.11032542910427,4.07355028606951
"619","left","small","Location_19","2012",0,0,622.643671385013,3.11321835692506,3.73586202831008,2.49057468554005
"620","left","small","Location_20","2012",0,0,427.208993332461,2.1360449666623,2.56325395999476,1.70883597332984
"621","left","medium","Location_1","2012",0,0,296.235442385077,1.48117721192539,1.77741265431046,1.18494176954031
"622","left","medium","Location_2","2012",0,0,575.861556080636,2.87930778040318,3.45516933648381,2.30344622432254
"623","left","medium","Location_3","2012",0,0,874.039607527666,4.37019803763833,5.24423764516599,3.49615843011066
"624","left","medium","Location_4","2012",0,0,562.415737193078,2.81207868596539,3.37449442315847,2.24966294877231
"625","left","medium","Location_5","2012",0,0,892.009474365041,4.4600473718252,5.35205684619024,3.56803789746016
"626","left","medium","Location_6","2012",0,0,195.523860801477,0.977619304007385,1.17314316480886,0.782095443205908
"627","left","medium","Location_7","2012",0,0,292.044937135652,1.46022468567826,1.75226962281391,1.16817974854261
"628","left","medium","Location_8","2012",0,0,399.136082781479,1.99568041390739,2.39481649668887,1.59654433112592
"629","left","medium","Location_9","2012",0,0,1031.633761907,5.15816880953498,6.18980257144198,4.12653504762799
"630","left","medium","Location_10","2012",0,0,968.226786027662,4.84113393013831,5.80936071616597,3.87290714411065
"631","left","medium","Location_11","2012",0,0,1033.06202911306,5.16531014556531,6.19837217467837,4.13224811645225
"632","left","medium","Location_12","2012",0,0,828.257752610371,4.14128876305185,4.96954651566222,3.31303101044148
"633","left","medium","Location_13","2012",0,0,1044.64003021596,5.2232001510798,6.26784018129576,4.17856012086384
"634","left","medium","Location_14","2012",0,0,722.677609988023,3.61338804994011,4.33606565992814,2.89071043995209
"635","left","medium","Location_15","2012",0,0,899.434121663217,4.49717060831608,5.3966047299793,3.59773648665287
"636","left","medium","Location_16","2012",0,0,718.937675661873,3.59468837830937,4.31362605397124,2.87575070264749
"637","left","medium","Location_17","2012",0,0,831.938030396122,4.15969015198061,4.99162818237673,3.32775212158449
"638","left","medium","Location_18","2012",0,0,670.635331778321,3.35317665889161,4.02381199066993,2.68254132711329
"639","left","medium","Location_19","2012",0,0,444.480487750843,2.22240243875422,2.66688292650506,1.77792195100337
"640","left","medium","Location_20","2012",0,0,717.280635982752,3.58640317991376,4.30368381589651,2.86912254393101
"641","left","large","Location_1","2012",0,0,737.151452954859,3.68575726477429,4.42290871772915,2.94860581181943
"642","left","large","Location_2","2012",0,0,401.228118215222,2.00614059107611,2.40736870929133,1.60491247286089
"643","left","large","Location_3","2012",0,0,217.017697780393,1.08508848890197,1.30210618668236,0.868070791121572
"644","left","large","Location_4","2012",0,0,417.95031005051,2.08975155025255,2.50770186030306,1.67180124020204
"645","left","large","Location_5","2012",0,0,878.74883223325,4.39374416116625,5.2724929933995,3.514995328933
"646","left","large","Location_6","2012",0,0,264.37376745278,1.3218688372639,1.58624260471668,1.05749506981112
"647","left","large","Location_7","2012",0,0,862.402171257418,4.31201085628709,5.17441302754451,3.44960868502967
"648","left","large","Location_8","2012",0,0,835.754081176128,4.17877040588064,5.01452448705677,3.34301632470451
"649","left","large","Location_9","2012",0,0,1072.33262646012,5.3616631323006,6.43399575876072,4.28933050584048
"650","left","large","Location_10","2012",0,0,430.305039754603,2.15152519877302,2.58183023852762,1.72122015901841
"651","left","large","Location_11","2012",0,0,377.195019691717,1.88597509845858,2.2631701181503,1.50878007876687
"652","left","large","Location_12","2012",0,0,823.125109898392,4.11562554949196,4.93875065939035,3.29250043959357
"653","left","large","Location_13","2012",0,0,636.019529830664,3.18009764915332,3.81611717898399,2.54407811932266
"654","left","large","Location_14","2012",0,0,712.165570596699,3.56082785298349,4.27299342358019,2.84866228238679
"655","left","large","Location_15","2012",0,0,1017.73666480323,5.08868332401617,6.1064199888194,4.07094665921293
"656","left","large","Location_16","2012",0,0,604.897072080057,3.02448536040029,3.62938243248034,2.41958828832023
"657","left","large","Location_17","2012",0,0,488.981293421239,2.44490646710619,2.93388776052743,1.95592517368495
"658","left","large","Location_18","2012",0,0,646.353195742704,3.23176597871352,3.87811917445622,2.58541278297082
"659","left","large","Location_19","2012",0,0,221.025865189731,1.10512932594866,1.32615519113839,0.884103460758925
"660","left","large","Location_20","2012",0,0,893.486037524417,4.46743018762209,5.3609162251465,3.57394415009767
"661","right","small","Location_1","2012",0,0,880.434575858526,4.40217287929263,5.28260745515116,3.5217383034341
"662","right","small","Location_2","2012",0,0,260.828974819742,1.30414487409871,1.56497384891845,1.04331589927897
"663","right","small","Location_3","2012",0,0,916.197486531455,4.58098743265728,5.49718491918873,3.66478994612582
"664","right","small","Location_4","2012",0,0,539.41829092335,2.69709145461675,3.2365097455401,2.1576731636934
"665","right","small","Location_5","2012",0,0,275.683954553679,1.37841977276839,1.65410372732207,1.10273581821471
"666","right","small","Location_6","2012",0,0,281.410160481464,1.40705080240732,1.68846096288878,1.12564064192586
"667","right","small","Location_7","2012",0,0,289.667719271965,1.44833859635983,1.73800631563179,1.15867087708786
"668","right","small","Location_8","2012",0,0,340.079034622759,1.70039517311379,2.04047420773655,1.36031613849103
"669","right","small","Location_9","2012",0,0,852.911944082007,4.26455972041003,5.11747166449204,3.41164777632803
"670","right","small","Location_10","2012",0,0,492.792851340491,2.46396425670246,2.95675710804295,1.97117140536197
"671","right","small","Location_11","2012",0,0,314.375989085529,1.57187994542765,1.88625593451317,1.25750395634212
"672","right","small","Location_12","2012",0,0,336.798544749618,1.68399272374809,2.02079126849771,1.34719417899847
"673","right","small","Location_13","2012",0,0,622.018708093092,3.11009354046546,3.73211224855855,2.48807483237237
"674","right","small","Location_14","2012",0,0,356.829099548049,1.78414549774025,2.1409745972883,1.4273163981922
"675","right","small","Location_15","2012",0,0,774.865108986851,3.87432554493425,4.6491906539211,3.0994604359474
"676","right","small","Location_16","2012",0,0,251.400939801242,1.25700469900621,1.50840563880745,1.00560375920497
"677","right","small","Location_17","2012",0,0,769.557058424689,3.84778529212344,4.61734235054813,3.07822823369876
"678","right","small","Location_18","2012",0,0,373.697717427276,1.86848858713638,2.24218630456366,1.4947908697091
"679","right","small","Location_19","2012",0,0,789.141924856231,3.94570962428115,4.73485154913738,3.15656769942492
"680","right","small","Location_20","2012",0,0,347.065083603375,1.73532541801687,2.08239050162025,1.3882603344135
"681","right","medium","Location_1","2012",0,0,757.877725756261,3.78938862878131,4.54726635453757,3.03151090302505
"682","right","medium","Location_2","2012",0,0,386.126200740691,1.93063100370346,2.31675720444415,1.54450480296277
"683","right","medium","Location_3","2012",0,0,818.527636490762,4.09263818245381,4.91116581894457,3.27411054596305
"684","right","medium","Location_4","2012",0,0,371.711519306991,1.85855759653496,2.23026911584195,1.48684607722797
"685","right","medium","Location_5","2012",0,0,579.436226629186,2.89718113314593,3.47661735977512,2.31774490651675
"686","right","medium","Location_6","2012",0,0,436.578360763378,2.18289180381689,2.61947016458027,1.74631344305351
"687","right","medium","Location_7","2012",0,0,957.820731757674,4.78910365878837,5.74692439054605,3.8312829270307
"688","right","medium","Location_8","2012",0,0,691.214562375098,3.45607281187549,4.14728737425059,2.76485824950039
"689","right","medium","Location_9","2012",0,0,227.261065903585,1.13630532951793,1.36356639542151,0.909044263614342
"690","right","medium","Location_10","2012",0,0,254.593806082848,1.27296903041424,1.52756283649709,1.01837522433139
"691","right","medium","Location_11","2012",0,0,634.884792179801,3.174423960899,3.8093087530788,2.5395391687192
"692","right","medium","Location_12","2012",0,0,1055.29081227491,5.27645406137453,6.33174487364944,4.22116324909963
"693","right","medium","Location_13","2012",0,0,441.466410376597,2.20733205188299,2.64879846225958,1.76586564150639
"694","right","medium","Location_14","2012",0,0,929.745383490808,4.64872691745404,5.57847230094485,3.71898153396323
"695","right","medium","Location_15","2012",0,0,570.259350959677,2.85129675479839,3.42155610575806,2.28103740383871
"696","right","medium","Location_16","2012",0,0,929.58191332873,4.64790956664365,5.57749147997238,3.71832765331492
"697","right","medium","Location_17","2012",0,0,412.983931566123,2.06491965783061,2.47790358939674,1.65193572626449
"698","right","medium","Location_18","2012",0,0,462.677941559814,2.31338970779907,2.77606764935888,1.85071176623926
"699","right","medium","Location_19","2012",0,0,820.934914150275,4.10467457075138,4.92560948490165,3.2837396566011
"700","right","medium","Location_20","2012",0,0,945.03036518814,4.7251518259407,5.67018219112884,3.78012146075256
"701","right","large","Location_1","2012",0,0,469.927706615999,2.34963853308,2.819566239696,1.879710826464
"702","right","large","Location_2","2012",0,0,913.075654574204,4.56537827287102,5.47845392744523,3.65230261829682
"703","right","large","Location_3","2012",0,0,751.440098630264,3.75720049315132,4.50864059178159,3.00576039452106
"704","right","large","Location_4","2012",0,0,515.134813657496,2.57567406828748,3.09080888194498,2.06053925462998
"705","right","large","Location_5","2012",0,0,223.369521836285,1.11684760918142,1.34021713101771,0.893478087345138
"706","right","large","Location_6","2012",0,0,817.428983184509,4.08714491592255,4.90457389910705,3.26971593273804
"707","right","large","Location_7","2012",0,0,321.226813415997,1.60613406707998,1.92736088049598,1.28490725366399
"708","right","large","Location_8","2012",0,0,845.266724592075,4.22633362296037,5.07160034755245,3.3810668983683
"709","right","large","Location_9","2012",0,0,507.229300471954,2.53614650235977,3.04337580283172,2.02891720188782
"710","right","large","Location_10","2012",0,0,301.130596213043,1.50565298106521,1.80678357727826,1.20452238485217
"711","right","large","Location_11","2012",0,0,476.100109587424,2.38050054793712,2.85660065752454,1.90440043834969
"712","right","large","Location_12","2012",0,0,661.769595972728,3.30884797986364,3.97061757583637,2.64707838389091
"713","right","large","Location_13","2012",0,0,739.930259520188,3.69965129760094,4.43958155712113,2.95972103808075
"714","right","large","Location_14","2012",0,0,813.316872590221,4.06658436295111,4.87990123554133,3.25326749036089
"715","right","large","Location_15","2012",0,0,207.177442419343,1.03588721209671,1.24306465451606,0.828709769677371
"716","right","large","Location_16","2012",0,0,838.786610444076,4.19393305222038,5.03271966266446,3.35514644177631
"717","right","large","Location_17","2012",0,0,201.971002288628,1.00985501144314,1.21182601373177,0.807884009154514
"718","right","large","Location_18","2012",0,0,988.620556839742,4.94310278419871,5.93172334103845,3.95448222735897
"719","right","large","Location_19","2012",0,0,669.20441707829,3.34602208539145,4.01522650246974,2.67681766831316
"720","right","large","Location_20","2012",0,0,306.633997834288,1.53316998917144,1.83980398700573,1.22653599133715
"721","up","small","Location_1","2012",0,0,871.491891003679,4.3574594550184,5.22895134602208,3.48596756401472
"722","up","small","Location_2","2012",0,0,567.417392914649,2.83708696457325,3.40450435748789,2.2696695716586
"723","up","small","Location_3","2012",0,0,381.637954358011,1.90818977179006,2.28982772614807,1.52655181743205
"724","up","small","Location_4","2012",0,0,809.016448208131,4.04508224104065,4.85409868924879,3.23606579283252
"725","up","small","Location_5","2012",0,0,222.924403501675,1.11462201750837,1.33754642101005,0.891697614006698
"726","up","small","Location_6","2012",0,0,305.795446732081,1.52897723366041,1.83477268039249,1.22318178692833
"727","up","small","Location_7","2012",0,0,1060.58032705449,5.30290163527243,6.36348196232691,4.24232130821794
"728","up","small","Location_8","2012",0,0,472.694273549132,2.36347136774566,2.83616564129479,1.89077709419653
"729","up","small","Location_9","2012",0,0,229.528408576734,1.14764204288367,1.37717045146041,0.918113634306937
"730","up","small","Location_10","2012",0,0,785.907796036918,3.92953898018459,4.71544677622151,3.14363118414767
"731","up","small","Location_11","2012",0,0,955.638396020513,4.77819198010256,5.73383037612308,3.82255358408205
"732","up","small","Location_12","2012",0,0,793.279507139232,3.96639753569616,4.75967704283539,3.17311802855693
"733","up","small","Location_13","2012",0,0,664.698124828283,3.32349062414141,3.9881887489697,2.65879249931313
"734","up","small","Location_14","2012",0,0,798.383942763321,3.99191971381661,4.79030365657993,3.19353577105328
"735","up","small","Location_15","2012",0,0,279.030784578063,1.39515392289031,1.67418470746838,1.11612313831225
"736","up","small","Location_16","2012",0,0,360.61446626205,1.80307233131025,2.1636867975723,1.4424578650482
"737","up","small","Location_17","2012",0,0,1034.10468465649,5.17052342328243,6.20462810793892,4.13641873862594
"738","up","small","Location_18","2012",0,0,380.064623740036,1.90032311870018,2.28038774244022,1.52025849496014
"739","up","small","Location_19","2012",0,0,558.035589917563,2.79017794958781,3.34821353950538,2.23214235967025
"740","up","small","Location_20","2012",0,0,521.281768674962,2.60640884337481,3.12769061204977,2.08512707469985
"741","up","medium","Location_1","2012",0,0,1061.54648700263,5.30773243501317,6.3692789220158,4.24618594801053
"742","up","medium","Location_2","2012",0,0,917.49760031933,4.58748800159665,5.50498560191598,3.66999040127732
"743","up","medium","Location_3","2012",0,0,425.237046501134,2.12618523250567,2.5514222790068,1.70094818600453
"744","up","medium","Location_4","2012",0,0,556.080233429093,2.78040116714546,3.33648140057456,2.22432093371637
"745","up","medium","Location_5","2012",0,0,946.45761444699,4.73228807223495,5.67874568668194,3.78583045778796
"746","up","medium","Location_6","2012",0,0,319.832516680472,1.59916258340236,1.91899510008283,1.27933006672189
"747","up","medium","Location_7","2012",0,0,900.3876297432,4.501938148716,5.4023257784592,3.6015505189728
"748","up","medium","Location_8","2012",0,0,705.786694395356,3.52893347197678,4.23472016637213,2.82314677758142
"749","up","medium","Location_9","2012",0,0,563.408913474996,2.81704456737498,3.38045348084997,2.25363565389998
"750","up","medium","Location_10","2012",0,0,734.425671894569,3.67212835947284,4.40655403136741,2.93770268757828
"751","up","medium","Location_11","2012",0,0,627.078602905385,3.13539301452693,3.76247161743231,2.50831441162154
"752","up","medium","Location_12","2012",0,0,875.336930553894,4.37668465276947,5.25202158332337,3.50134772221558
"753","up","medium","Location_13","2012",0,0,779.108565596398,3.89554282798199,4.67465139357839,3.11643426238559
"754","up","medium","Location_14","2012",0,0,730.213017878123,3.65106508939061,4.38127810726874,2.92085207151249
"755","up","medium","Location_15","2012",0,0,799.219757984392,3.99609878992196,4.79531854790635,3.19687903193757
"756","up","medium","Location_16","2012",0,0,576.978850669693,2.88489425334847,3.46187310401816,2.30791540267877
"757","up","medium","Location_17","2012",0,0,939.035471486859,4.6951773574343,5.63421282892115,3.75614188594744
"758","up","medium","Location_18","2012",0,0,502.528850012459,2.51264425006229,3.01517310007475,2.01011540004984
"759","up","medium","Location_19","2012",0,0,329.450494579505,1.64725247289753,1.97670296747703,1.31780197831802
"760","up","medium","Location_20","2012",0,0,933.714365027845,4.66857182513922,5.60228619016707,3.73485746011138
"761","up","large","Location_1","2012",0,0,876.350879133679,4.38175439566839,5.25810527480207,3.50540351653472
"762","up","large","Location_2","2012",0,0,707.576483255252,3.53788241627626,4.24545889953151,2.83030593302101
"763","up","large","Location_3","2012",0,0,587.626793701202,2.93813396850601,3.52576076220721,2.35050717480481
"764","up","large","Location_4","2012",0,0,373.571864471305,1.86785932235653,2.24143118682783,1.49428745788522
"765","up","large","Location_5","2012",0,0,823.465069252998,4.11732534626499,4.94079041551799,3.29386027701199
"766","up","large","Location_6","2012",0,0,482.615415435284,2.41307707717642,2.89569249261171,1.93046166174114
"767","up","large","Location_7","2012",0,0,680.208591078408,3.40104295539204,4.08125154647045,2.72083436431363
"768","up","large","Location_8","2012",0,0,309.817645628937,1.54908822814468,1.85890587377362,1.23927058251575
"769","up","large","Location_9","2012",0,0,569.051982630044,2.84525991315022,3.41431189578027,2.27620793052018
"770","up","large","Location_10","2012",0,0,556.946550046559,2.7847327502328,3.34167930027936,2.22778620018624
"771","up","large","Location_11","2012",0,0,936.822123462334,4.68411061731167,5.62093274077401,3.74728849384934
"772","up","large","Location_12","2012",0,0,574.379828055389,2.87189914027695,3.44627896833234,2.29751931222156
"773","up","large","Location_13","2012",0,0,864.098223485053,4.32049111742526,5.18458934091031,3.45639289394021
"774","up","large","Location_14","2012",0,0,438.870040494949,2.19435020247474,2.63322024296969,1.75548016197979
"775","up","large","Location_15","2012",0,0,203.29177151667,1.01645885758335,1.21975062910002,0.813167086066678
"776","up","large","Location_16","2012",0,0,1077.7152274712,5.38857613735599,6.46629136482719,4.3108609098848
"777","up","large","Location_17","2012",0,0,592.223072352353,2.96111536176177,3.55333843411412,2.36889228940941
"778","up","large","Location_18","2012",0,0,799.097304393072,3.99548652196536,4.79458382635843,3.19638921757229
"779","up","large","Location_19","2012",0,0,1063.63148811273,5.31815744056366,6.3817889286764,4.25452595245093
"780","up","large","Location_20","2012",0,0,974.323051695246,4.87161525847623,5.84593831017148,3.89729220678099
"781","down","small","Location_1","2012",0,0,1055.70505698677,5.27852528493386,6.33423034192063,4.22282022794709
"782","down","small","Location_2","2012",0,0,225.278364538681,1.1263918226934,1.35167018723208,0.901113458154723
"783","down","small","Location_3","2012",0,0,544.310339451768,2.72155169725884,3.26586203671061,2.17724135780707
"784","down","small","Location_4","2012",0,0,774.675865806639,3.8733793290332,4.64805519483984,3.09870346322656
"785","down","small","Location_5","2012",0,0,711.879375011194,3.55939687505597,4.27127625006717,2.84751750004478
"786","down","small","Location_6","2012",0,0,738.49016955588,3.6924508477794,4.43094101733528,2.95396067822352
"787","down","small","Location_7","2012",0,0,416.290451586246,2.08145225793123,2.49774270951748,1.66516180634499
"788","down","small","Location_8","2012",0,0,269.059512282256,1.34529756141128,1.61435707369354,1.07623804912902
"789","down","small","Location_9","2012",0,0,201.566627239808,1.00783313619904,1.20939976343885,0.806266508959234
"790","down","small","Location_10","2012",0,0,893.104854084086,4.46552427042043,5.35862912450451,3.57241941633634
"791","down","small","Location_11","2012",0,0,942.076154761016,4.71038077380508,5.6524569285661,3.76830461904407
"792","down","small","Location_12","2012",0,0,315.724465812091,1.57862232906045,1.89434679487254,1.26289786324836
"793","down","small","Location_13","2012",0,0,685.203746361658,3.42601873180829,4.11122247816995,2.74081498544663
"794","down","small","Location_14","2012",0,0,319.566711646039,1.5978335582302,1.91740026987623,1.27826684658416
"795","down","small","Location_15","2012",0,0,339.820728604682,1.69910364302341,2.03892437162809,1.35928291441873
"796","down","small","Location_16","2012",0,0,630.397160553839,3.1519858027692,3.78238296332303,2.52158864221536
"797","down","small","Location_17","2012",0,0,805.359131710138,4.02679565855069,4.83215479026083,3.22143652684055
